,Country Name,Country Code,Region,Year,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Domestic general government health expenditure (% of current health expenditure),Domestic private health expenditure (% of current health expenditure),External health expenditure (% of current health expenditure),Out-of-pocket expenditure (% of current health expenditure)
408,Spain,ESP,Europe & Central Asia,2013,9.06397724,2629.46679688,71.0064621,28.99353981,,22.77473259
409,Spain,ESP,Europe & Central Asia,2014,9.08488464,2679.4765625,70.26394653,29.73605728,,23.13479424
410,Spain,ESP,Europe & Central Asia,2015,9.12207508,2349.09375,71.31565094,28.68435097,,22.29722214
411,Spain,ESP,Europe & Central Asia,2016,8.94727325,2376.60107422,71.55289459,28.44710541,,21.95977974
412,Spain,ESP,Europe & Central Asia,2017,8.94491291,2524.68481445,70.50817871,29.49181938,,22.24563599
413,Spain,ESP,Europe & Central Asia,2018,8.99686718,2741.38256836,70.22432709,29.77567673,,22.24442673
414,Spain,ESP,Europe & Central Asia,2019,9.1456852,2716.83349609,70.547966,29.45203781,,21.83183861
415,Spain,ESP,Europe & Central Asia,2020,10.74565983,2899.01879883,73.14463043,26.85536766,,19.72846413
416,Spain,ESP,Europe & Central Asia,2021,10.74003887,3234.29296875,71.60453033,28.39546585,,20.99674988
417,Sweden,SWE,Europe & Central Asia,2009,8.77,4136.0,82.51,17.49,,16.4
418,Sweden,SWE,Europe & Central Asia,2010,8.32,4416.0,82.49,17.51,,16.38
419,Sweden,SWE,Europe & Central Asia,2011,10.42,6351.0,84.48,15.52,,14.55
420,Sweden,SWE,Europe & Central Asia,2012,10.74,6254.0,84.22,15.78,,14.81
421,Sweden,SWE,Europe & Central Asia,2013,10.9,6697.0,84.02,15.98,,14.93
422,Sweden,SWE,Europe & Central Asia,2014,10.95,6606.0,84.03,15.97,,14.92
423,Sweden,SWE,Europe & Central Asia,2015,10.8,5599.0,83.96,16.04,,14.9
424,Sweden,SWE,Europe & Central Asia,2016,10.85,5681.0,84.26,15.74,,14.49
425,Sweden,SWE,Europe & Central Asia,2017,10.79,5838.0,84.71,15.29,,14.09
426,Sweden,SWE,Europe & Central Asia,2018,10.94,6005.0,84.78,15.22,,13.96
427,Sweden,SWE,Europe & Central Asia,2019,10.83,5653.0,85.12,14.88,,13.71
428,Sweden,SWE,Europe & Central Asia,2020,11.33,6003.0,86.18,13.82,,12.83
429,Sweden,SWE,Europe & Central Asia,2021,11.25,6901.0,85.92,14.08,,13.08
430,Sweden,SWE,Europe & Central Asia,2022,10.67,5980.0,,,,
431,Switzerland,CHE,Europe & Central Asia,2009,10.1415062,7297.37988281,32.14887238,67.85113525,0.0,26.20129585
432,Switzerland,CHE,Europe & Central Asia,2010,9.93353558,7640.44921875,33.86542892,66.13457489,0.0,25.58391571
433,Switzerland,CHE,Europe & Central Asia,2011,10.04628563,9138.3671875,34.56546402,65.43453217,0.0,25.13305092
434,Switzerland,CHE,Europe & Central Asia,2012,10.14446354,8753.8203125,35.45184326,64.54816437,0.0,25.01251602
435,Switzerland,CHE,Europe & Central Asia,2013,10.37922478,9118.18945313,33.81949997,66.18049622,0.0,24.77769089
436,Switzerland,CHE,Europe & Central Asia,2014,10.42800808,9307.96875,33.95838928,66.04161072,0.0,24.33957672
437,Switzerland,CHE,Europe & Central Asia,2015,10.77887917,9082.45019531,33.47252274,66.52748108,0.0,23.9412899
438,Switzerland,CHE,Europe & Central Asia,2016,10.9900341,9078.75878906,33.5905304,66.4094696,0.0,23.29603767
439,Switzerland,CHE,Europe & Central Asia,2017,11.0451622,9119.96972656,33.84525299,66.15475464,0.0,23.40680122
440,Switzerland,CHE,Europe & Central Asia,2018,10.77226162,9212.43261719,34.19487,65.80513,0.0,23.74767685
441,Switzerland,CHE,Europe & Central Asia,2019,11.06363678,9341.0625,33.6607132,66.3392868,0.0,23.77205276
442,Switzerland,CHE,Europe & Central Asia,2020,11.73206806,10085.45605469,35.9096756,64.0903244,0.0,22.89645958
443,Switzerland,CHE,Europe & Central Asia,2021,11.80107975,10897.45019531,36.21349335,63.78650284,0.0,22.70652771
444,Turkiye,TUR,Europe & Central Asia,2009,5.49,494.0,80.5,19.5,,14.51
445,Turkiye,TUR,Europe & Central Asia,2010,5.02,533.0,78.0,22.0,,16.87
446,Turkiye,TUR,Europe & Central Asia,2011,4.65,526.0,79.13,20.87,,15.9
447,Turkiye,TUR,Europe & Central Asia,2012,4.44,520.0,79.17,20.83,,15.93
448,Turkiye,TUR,Europe & Central Asia,2013,4.37,547.0,78.35,21.65,,16.93
449,Turkiye,TUR,Europe & Central Asia,2014,4.33,520.0,77.61,22.39,,17.73
450,Turkiye,TUR,Europe & Central Asia,2015,4.12,447.0,78.13,21.87,,16.95
451,Turkiye,TUR,Europe & Central Asia,2016,4.28,460.0,78.44,21.56,,16.47
452,Turkiye,TUR,Europe & Central Asia,2017,4.18,437.0,77.71,22.29,,17.38
453,Turkiye,TUR,Europe & Central Asia,2018,4.12,388.0,77.38,22.62,,17.49
454,Turkiye,TUR,Europe & Central Asia,2019,4.37,397.0,77.69,22.31,,17.05
455,Turkiye,TUR,Europe & Central Asia,2020,4.62,395.0,78.85,21.15,,16.43
456,Turkiye,TUR,Europe & Central Asia,2021,4.57,441.0,78.8,21.2,,16.27
457,United Kingdom,GBR,Europe & Central Asia,2009,10.04505444,3914.19580078,81.22750092,18.76515961,0.00733529,14.61379528
458,United Kingdom,GBR,Europe & Central Asia,2010,9.92673969,3956.38891602,81.08560181,18.90656853,0.00782608,14.83723164
459,United Kingdom,GBR,Europe & Central Asia,2011,9.92486763,4199.08398438,81.08097839,18.91049576,0.00852416,14.82185364
460,United Kingdom,GBR,Europe & Central Asia,2012,9.95296001,4242.23486328,80.85187531,19.1390934,0.00903562,15.07844067
461,United Kingdom,GBR,Europe & Central Asia,2013,9.87251186,4304.47802734,80.65883636,19.33130074,0.00985875,15.31006908
462,United Kingdom,GBR,Europe & Central Asia,2014,9.86246872,4697.76025391,80.74802399,19.24232864,0.00964439,15.29448986
463,United Kingdom,GBR,Europe & Central Asia,2015,9.79776669,4433.85839844,80.79587555,19.19352913,0.0105976,15.39231491
464,United Kingdom,GBR,Europe & Central Asia,2016,9.72899723,4017.34228516,81.2793808,18.70923615,0.01138824,15.38864422
465,United Kingdom,GBR,Europe & Central Asia,2017,9.5958786,3910.81420898,80.77609253,19.21133232,0.01257493,15.70869541
466,United Kingdom,GBR,Europe & Central Asia,2018,9.73079777,4226.20507813,80.07192993,19.91610527,0.01196724,16.46084976
467,United Kingdom,GBR,Europe & Central Asia,2019,9.95761967,4268.67724609,80.01869202,19.96960068,0.01170372,16.61176109
468,United Kingdom,GBR,Europe & Central Asia,2020,12.15863419,4906.23974609,83.70368958,16.28620911,0.01010248,13.5569973
469,United Kingdom,GBR,Europe & Central Asia,2021,12.36469936,5738.48486328,83.69000244,16.29966164,0.01033909,13.51221371
470,United Kingdom,GBR,Europe & Central Asia,2022,11.34454918,5138.63623047,,,,
471,United States,USA,North America,2009,16.20063591,7602.74560547,48.50181961,51.4981842,0.0,12.64768028
472,United States,USA,North America,2010,16.19719124,7833.04492188,48.84960175,51.15039444,0.0,12.36791706
473,United States,USA,North America,2011,16.13996315,8021.59326172,48.93149185,51.06850815,0.0,12.32014465
474,United States,USA,North America,2012,16.11969566,8274.37207031,48.82702637,51.17297745,0.0,12.3353653
475,United States,USA,North America,2013,15.99170876,8433.69824219,49.496315,50.50368118,0.0,12.28748417
476,United States,USA,North America,2014,16.19919777,8828.4765625,50.77487946,49.22512054,0.0,11.98743725
477,United States,USA,North America,2015,16.49056816,9248.93457031,51.37872314,48.62127304,0.0,11.77453041
478,United States,USA,North America,2016,16.80215836,9599.890625,51.19651794,48.80348587,0.0,11.64962196
479,United States,USA,North America,2017,16.76750183,9902.81835938,51.16881943,48.83118439,0.0,11.41782665
480,United States,USA,North America,2018,16.62964439,10280.52636719,51.44694519,48.55305481,0.0,11.32823181
481,United States,USA,North America,2019,16.66580582,10658.39746094,51.806633,48.193367,0.0,11.30830574
482,United States,USA,North America,2020,18.75621986,11758.42480469,57.00815201,42.99185181,0.0,9.93104649
483,United States,USA,North America,2021,17.3625679,12012.24121094,55.40325165,44.59674835,0.0,10.70016861
484,United States,USA,North America,2022,16.57115173,12473.79101563,,,,
